cod_distrito,distrito,cod_barrio,barrio,año,unidad_indicador,indicador_completo,valor_indicador
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Población de 30 a 44  años,16305
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Población de 45 a 64 años,16485
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Población de 65 a 79 años,2565
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Población de 80 años y más,692
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Población de 65 años y más,3257
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),12435
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"5,46"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"22,14"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,3954"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad española,45592
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad española Hombres,22487
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad española Mujeres,23105
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad extranjera,7616
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad extranjera Hombres,3445
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Personas con nacionalidad extranjera Mujeres,4171
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,0962"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,2278
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: RUMANÍA,497
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Hogares,Total hogares,20925
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Media   ,Tamaño medio del hogar,"2,54"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Hogares,Hogares con una mujer sola mayor de 65 años,363
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Hogares,Hogares con un hombre solo mayor de 65 años,237
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,943
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,209
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2022,Tasa,Tasa bruta de natalidad (‰),"11,21"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2022,Tasa,Tasa de crecimiento demográfico (porcentaje),"-3,99"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Euros,Pensión media mensual Hombres,1568
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Euros,Pensión media mensual  Mujeres,1044
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),2387
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,843
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,1544
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Tasa,Tasa absoluta de paro registrado (febrero),"5,87"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa absoluta de paro registrado hombres,"4,29"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"3,77"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"4,12"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"4,61"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa absoluta de paro registrado mujeres,"7,36"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,"4,27"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en mujeres de 25 a 44 años,"6,61"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tasa,Tasa de desempleo en mujeres de 45 a 64 años,"9,05"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapas educativas,12435
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapa educativa de 0 a 2 años,1919
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapa educativa de 3 a 5 años,2356
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapa educativa de 6 a 11 años,5470
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población en etapa educativa de 12 a 15 años,2690
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Etapas educativas. Total niños,6375
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil masculina en etapa educativa de 0 a 2 años,971
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil masculina en etapa educativa de 3 a 5 años,1153
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil masculina en etapa educativa de 6 a 11 años,2846
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil masculina en etapa educativa de 12 a 15 años,1405
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Etapas educativas. Total niñas,6060
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil femenina en etapa educativa de 0 a 2 años,948
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil femenina en etapa educativa de 3 a 5 años,1203
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil femenina en etapa educativa de 6 a 11 años,2624
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población infantil femenina en etapa educativa de 12 a 15 años,1285
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,713
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población mayor/igual  de 25 años con enseñanza primaria incompleta,1830
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado",9840
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,"Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP",8759
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,"Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica",4845
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,"Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",11081
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Personas,Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,0
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Número,Número de inmuebles de uso residencial,24897
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,m2,Superficie media construida (m2) inmuebles de uso residencial,124
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Año,Año medio de contrucción de inmuebles de uso residencial,2009
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Valor,Valor catastral medio por inmueble de uso residencial,104727
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,m2,Superficie media de la vivienda (m2) en transacción,"76,87"
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2023,Tiempo (meses),Duración media del crédito (meses) en transacción de vivienda,195
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Centros de Servicios Sociales,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Centros de Día de Alzheimer y Físicos,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Centros de Atención a la Infancia (CAI),1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Espacios de Igualdad,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Escuelas Infantiles Municipales,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Equipamientos,Colegios Públicos Infantil y Primaria,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Número,Número de locales dados de alta totales,772
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Número,Número de locales dados de alta abiertos,626
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Número,Número de locales dados de alta cerrados,140
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Número,Número de locales dados de alta en obra,2
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Número,Número de locales dados de alta en uso como vivienda,4
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Entidades,Asociaciones (Sección 1ª),16
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Entidades,Asociaciones culturales y casas regionales,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Entidades,Asociaciones vecinales,1
18.0,Villa de Vallecas,183.0,Ensanche de Vallecas,2024,Entidades,Fundaciones (Sección 2ª),2
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2022,Ha,Superficie (Ha.),2149
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Habitantes/Ha.,Población densidad (hab./Ha.),"17,22232044"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Habitantes,Número Habitantes,37018
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Habitantes,Población Hombres,17760
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Habitantes,Población Mujeres,19258
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Edad,Edad media de la población,"44,07"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 0 a 14 años,4816
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 15 a 29 años,6570
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 30 a 44  años,7706
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 45 a 64 años,10724
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 65 a 79 años,4082
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 80 años y más,3120
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Población de 65 años y más,7202
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),5153
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"20,04"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"42,39"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,5061"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad española,27556
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad española Hombres,13133
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad española Mujeres,14423
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad extranjera,7962
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad extranjera Hombres,3875
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Personas con nacionalidad extranjera Mujeres,4087
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,1488"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,776
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: RUMANÍA,1739
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Hogares,Total hogares,13509
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Media   ,Tamaño medio del hogar,"2,63"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Hogares,Hogares con una mujer sola mayor de 65 años,1385
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Hogares,Hogares con un hombre solo mayor de 65 años,443
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,294
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,41
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2022,Tasa,Tasa bruta de natalidad (‰),"7,48"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2022,Tasa,Tasa de crecimiento demográfico (porcentaje),"-1,23"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Euros,Pensión media mensual Hombres,1498
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Euros,Pensión media mensual  Mujeres,908
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),2226
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,1029
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,1197
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Tasa,Tasa absoluta de paro registrado (febrero),"8,99"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa absoluta de paro registrado hombres,"8,39"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"4,87"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"7,61"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"10,43"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa absoluta de paro registrado mujeres,"9,57"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,"5,61"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en mujeres de 25 a 44 años,"9,18"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tasa,Tasa de desempleo en mujeres de 45 a 64 años,"11,24"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapas educativas,5153
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapa educativa de 0 a 2 años,762
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapa educativa de 3 a 5 años,828
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapa educativa de 6 a 11 años,2004
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población en etapa educativa de 12 a 15 años,1559
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Etapas educativas. Total niños,2650
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil masculina en etapa educativa de 0 a 2 años,386
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil masculina en etapa educativa de 3 a 5 años,413
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil masculina en etapa educativa de 6 a 11 años,1026
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil masculina en etapa educativa de 12 a 15 años,825
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Etapas educativas. Total niñas,2503
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil femenina en etapa educativa de 0 a 2 años,376
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil femenina en etapa educativa de 3 a 5 años,415
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil femenina en etapa educativa de 6 a 11 años,978
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población infantil femenina en etapa educativa de 12 a 15 años,734
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,2345
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población mayor/igual  de 25 años con enseñanza primaria incompleta,4709
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado",10799
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,"Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP",4680
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,"Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica",1423
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,"Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",3007
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Personas,Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,0
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Número,Número de inmuebles de uso residencial,14508
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,m2,Superficie media construida (m2) inmuebles de uso residencial,78
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Año,Año medio de contrucción de inmuebles de uso residencial,1973
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Valor,Valor catastral medio por inmueble de uso residencial,57888
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,m2,Superficie media de la vivienda (m2) en transacción,"67,34"
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2023,Tiempo (meses),Duración media del crédito (meses) en transacción de vivienda,330
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros de Servicios Sociales,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros Municipales de Mayores,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros de Día de Alzheimer y Físicos,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros de Atención a la Infancia (CAI),1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centro de Día de Atención a Niños y Niñas (de 3 a 12 años),1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros de Adolescentes y Jóvenes (ASPA),1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros para personas sin hogar,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Espacios de Igualdad,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros Municipales de Salud Comunitaria (CMSC),1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Bibliotecas Municipales,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Centros y Espacios Culturales,4
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Escuelas Infantiles Municipales,4
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Colegios Públicos Infantil y Primaria,6
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Equipamientos,Mercados Municipales,1
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Número,Número de locales dados de alta totales,1567
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Número,Número de locales dados de alta abiertos,961
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Número,Número de locales dados de alta cerrados,476
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Número,Número de locales dados de alta en uso como vivienda,130
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Entidades,Asociaciones (Sección 1ª),43
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Entidades,Asociaciones culturales y casas regionales,4
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Entidades,Asociaciones vecinales,4
19.0,Vicálvaro,191.0,Casco Histórico de Vicálvaro,2024,Entidades,Fundaciones (Sección 2ª),2
19.0,Vicálvaro,192.0,Valdebernardo,2022,Ha,Superficie (Ha.),"255,51"
19.0,Vicálvaro,192.0,Valdebernardo,2024,Habitantes/Ha.,Población densidad (hab./Ha.),"69,24582208"
19.0,Vicálvaro,192.0,Valdebernardo,2024,Habitantes,Número Habitantes,17693
19.0,Vicálvaro,192.0,Valdebernardo,2024,Habitantes,Población Hombres,8425
19.0,Vicálvaro,192.0,Valdebernardo,2024,Habitantes,Población Mujeres,9268
19.0,Vicálvaro,192.0,Valdebernardo,2023,Edad,Edad media de la población,"43,65"
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 0 a 14 años,1591
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 15 a 29 años,4257
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 30 a 44  años,2426
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 45 a 64 años,6666
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 65 a 79 años,2153
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 80 años y más,600
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Población de 65 años y más,2753
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),1873
19.0,Vicálvaro,192.0,Valdebernardo,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"14,46"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"23,16"
19.0,Vicálvaro,192.0,Valdebernardo,2024,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,345"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad española,15785
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad española Hombres,7515
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad española Mujeres,8270
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad extranjera,1686
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad extranjera Hombres,815
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Personas con nacionalidad extranjera Mujeres,871
19.0,Vicálvaro,192.0,Valdebernardo,2024,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,0752"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,373
19.0,Vicálvaro,192.0,Valdebernardo,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: RUMANÍA,118
19.0,Vicálvaro,192.0,Valdebernardo,2023,Hogares,Total hogares,6137
19.0,Vicálvaro,192.0,Valdebernardo,2023,Media   ,Tamaño medio del hogar,"2,85"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Hogares,Hogares con una mujer sola mayor de 65 años,381
19.0,Vicálvaro,192.0,Valdebernardo,2023,Hogares,Hogares con un hombre solo mayor de 65 años,138
19.0,Vicálvaro,192.0,Valdebernardo,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,88
19.0,Vicálvaro,192.0,Valdebernardo,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,25
19.0,Vicálvaro,192.0,Valdebernardo,2022,Tasa,Tasa bruta de natalidad (‰),"4,93"
19.0,Vicálvaro,192.0,Valdebernardo,2022,Tasa,Tasa de crecimiento demográfico (porcentaje),"-0,23"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Euros,Pensión media mensual Hombres,1845
19.0,Vicálvaro,192.0,Valdebernardo,2023,Euros,Pensión media mensual  Mujeres,1300
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),1086
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,417
19.0,Vicálvaro,192.0,Valdebernardo,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,669
19.0,Vicálvaro,192.0,Valdebernardo,2024,Tasa,Tasa absoluta de paro registrado (febrero),"8,23"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa absoluta de paro registrado hombres,"6,56"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"4,37"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"7,63"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"6,81"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa absoluta de paro registrado mujeres,"9,77"
19.0,Vicálvaro,192.0,Valdebernardo,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,"5,39"
